path,label
/root/autodl-tmp/code/ssj/text/ucf/Abuse011_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse011_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse011_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse011_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse011_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse011_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse011_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse011_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse011_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse011_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse012_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse012_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse012_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse012_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse012_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse012_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse012_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse012_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse012_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse012_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse013_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse013_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse013_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse013_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse013_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse013_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse013_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse013_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse013_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse013_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse014_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse014_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse014_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse014_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse014_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse014_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse014_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse014_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse014_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse014_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse015_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse015_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse015_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse015_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse015_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse015_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse015_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse015_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse015_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse015_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse016_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse016_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse016_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse016_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse016_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse016_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse016_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse016_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse016_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse016_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse017_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse017_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse017_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse017_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse017_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse017_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse017_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse017_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse017_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse017_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse018_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse018_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse018_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse018_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse018_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse018_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse018_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse018_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse018_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse018_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse019_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse019_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse019_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse019_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse019_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse019_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse019_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse019_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse019_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse019_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse020_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse020_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse020_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse020_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse020_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse020_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse020_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse020_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse020_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse020_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse021_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse021_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse021_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse021_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse021_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse021_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse021_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse021_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse021_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse021_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse022_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse022_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse022_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse022_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse022_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse022_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse022_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse022_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse022_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse022_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse023_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse023_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse023_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse023_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse023_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse023_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse023_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse023_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse023_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse023_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse024_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse024_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse024_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse024_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse024_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse024_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse024_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse024_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse024_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse024_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse025_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse025_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse025_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse025_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse025_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse025_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse025_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse025_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse025_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse025_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse026_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse026_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse026_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse026_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse026_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse026_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse026_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse026_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse026_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse026_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse027_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse027_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse027_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse027_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse027_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse027_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse027_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse027_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse027_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse027_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse029_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse029_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse029_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse029_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse029_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse029_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse029_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse029_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse029_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse029_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse031_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse031_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse031_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse031_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse031_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse031_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse031_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse031_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse031_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse031_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse032_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse032_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse032_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse032_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse032_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse032_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse032_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse032_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse032_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse032_x264_emb_9.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse033_x264_emb_0.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse033_x264_emb_1.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse033_x264_emb_2.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse033_x264_emb_3.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse033_x264_emb_4.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse033_x264_emb_5.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse033_x264_emb_6.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse033_x264_emb_7.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse033_x264_emb_8.npy,Abuse
/root/autodl-tmp/code/ssj/text/ucf/Abuse033_x264_emb_9.npy,Abuse
